name,age,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,preferred_foot,international_reputation,weak_foot,skill_moves,body_type,release_clause_eur,team_position,team_jersey_number,joined,contract_valid_until,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_league,likes,dislikes,follows,comments,minutes_played_overall,goals_overall,clean_sheets_overall
Péter Gulácsi,28,190,83,Hungary,RB Leipzig,79,79,9000000,43000,Right,2,2,1,Normal,15300000.0,GK,1,01/07/2015,2022,,,,,,,81.0,79.0,76.0,80.0,40.0,76.0,16,10,23,27,10,19,18,11,25,25,41,39,42,72,50,23,66,35,68,12,34,23,11,35,24,45,25,16,20,81,79,76,76,80, German 1. Bundesliga (1),14.0,2.0,34.0,"['needs upgrade 87/87', 'is he better than hradecky?', 'yes much better', 'Crazy to think he was 69/72 on fifa 15', 'I think he should be 90 rated', 'and i think ur off the henny', ""He should be atleast 87, he's incredible"", 'Chill he deserves 87/88', 'My heart says yes but my mind says no', 'Only now started looking 30, been looking 30 since he was at LFC academy', 'I was so confused when I saw this, thought he was like 72 rated lmao...is he genuinely this good??', 'i thought he was like 78 or sum', ""He's become one of the BuLi's best since mid last season. Been underrated for a few yrs though now he's getting the love he deserves in terms of his rating"", 'He was only 70+ OVR when he started playing in Bundesliga. Great to see him showing his true abilities.', 'Deserved upgrade', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",2926,0,16
Marwin Hitz,30,194,89,Switzerland,Borussia Dortmund,79,79,8000000,41000,Right,2,3,1,Normal,13600000.0,SUB,35,01/07/2018,2021,,,,,,,81.0,80.0,63.0,81.0,44.0,79.0,12,27,18,29,26,13,15,17,25,17,41,46,41,72,31,38,67,39,78,12,25,23,8,15,22,42,13,15,14,81,80,63,79,81, German 1. Bundesliga (1),5.0,0.0,28.0,"['81/81?', 'gk with the most finishing :D', 'awesome performance', 'Unusable now', 'I like this guy, he is reliable when he plays. I just would add +2 positioning since that is his biggest strength.', 'Lmaoooo i thought it was Yann Sommer', 'Borussia teams love their Swiss keepers.', 'Will he start for Dortmund?', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",180,0,0
Matheus Lima Magalhães,25,187,76,Brazil,SC Braga,78,83,10000000,12000,Right,1,3,1,Normal,20800000.0,GK,1,01/07/2014,2023,,,,,,,80.0,73.0,71.0,80.0,46.0,77.0,15,12,14,27,13,12,21,12,36,22,44,47,45,74,48,21,63,32,71,15,19,26,12,52,13,46,16,20,15,80,73,71,77,80, Portuguese Liga ZON SAGRES (1),7.0,0.0,88.0,"['He deserves 80 if not more.', 'He got downgraded because he was playing like shit and lost his spot to Eduardo for a while. Against Porto he saved 1 penalty not 2 and today the first goal Gil Vicente scored was his fault. He’s not as good as you think. ', '80/83', 'Awful injury, sad, cause he´s amazing', 'He reminds me of Ederson a lot: Brazilian, half-crazy, very confident, has those quick tense passes that break the opposition lines and doesnt have fear to make weird saves and to get out of his line. Probably the best keeper in the league after Casillas, just above Claudio Ramos', 'Good cheap GK. Can get him for 8-10 million in game', 'deserves 77/81 IMO', '', ""I'm laughing way too much! xD"", 'Downgrade 3 stats, upgrade potential.  o__O', 'hidden gem', 'Seems Amazing', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",270,0,0
Alexandr Selikhov,24,188,85,Russia,Spartak Moscow,78,82,9500000,1000,Right,1,4,1,Normal,20700000.0,GK,57,06/12/2016,2021,,,,,,,79.0,81.0,78.0,75.0,41.0,77.0,16,14,17,33,15,19,14,15,35,25,33,48,35,65,50,25,70,24,65,19,21,25,15,58,19,58,15,18,18,79,81,78,77,75, Russian Premier League (1),8.0,0.0,66.0,"['I tend to dislike GKs with his arrangement of stats but damn, he works great ingame!', 'I would prefere higher jumping, reactions and strength and less kicking, as well as +2 cm heights on a GK but despite all that, he performes great nontheless.', 'You need to pay 20 mil minimum second season', '53K a week', 'actually I only paid 11mil lol', 'Arquerazo', 'Vendí a Onana que era lo más parecido a Batalla (25M) y lo terminé comprando por 21,5M o', 'Beast in game!!!', 'He needs to play for growing', 'Next goalkeeper Nat.team. Big talent! Winters go to Spartak Moscow (4,5$)', 'Deserves upgrade...', 'easily deserves 65+', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",428,0,1
Tomáš Koubek,25,197,95,Czech Republic,Stade Rennais FC,78,81,9000000,24000,Right,1,2,1,Normal,17800000.0,GK,40,28/08/2017,2021,,,,,,,78.0,76.0,71.0,79.0,25.0,77.0,13,12,13,14,19,17,18,16,20,20,22,27,25,73,29,22,53,28,66,17,31,11,12,39,20,61,14,12,16,78,76,71,77,79, French Ligue 1 (1),27.0,1.0,409.0,"['linked with FC Porto to replace casillas, is he any good?', '90 acc 90ss', '78/81', ""He's better from january i think he deserves 78/81"", 'So good last season, so poor this season.', '78/82', 'Yay his potential is back, sort of', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",2924,0,9
Baptiste Reynet,27,185,85,France,Toulouse Football Club,78,80,8500000,24000,Right,2,3,1,Stocky,17600000.0,GK,30,01/07/2018,2022,,,,,,,77.0,76.0,74.0,81.0,43.0,77.0,15,17,14,33,19,11,10,14,32,21,41,45,43,75,24,18,62,34,68,15,36,16,12,16,19,62,10,12,10,77,76,74,77,81, French Ligue 1 (1),1.0,0.0,29.0,"['Great gk tbh', '8 - 0 ', '', ""Underrated, but now most people won't believe it."", 'Soooo underrated, 80/82 should be fair.', 'Reynet > Aréola, Cardinale, Costil, Vercoutre, Riou and Trapp.', 'nah', 'Johnsson', '74/78', 'LOL, easily 85 rated, better than fuckking overrated Trapp, Areola, Rulli, Ter Stegen, Costil, best GK of Ligue 1 this season with Ruffier. And this 71 Kicking, are you joking, upgrade it to 90 (no kidding).', 'Deluded Dijon fan.', '78/82', 'Damn what an amazing match he played against Bastia. Has been great upgrade incomming', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",2705,0,6
Volkan Babacan,29,192,86,Turkey,Medipol Başakşehir FK,78,79,8000000,22000,Right,2,2,1,Normal,15800000.0,SUB,1,11/07/2014,2021,,,,,,,79.0,77.0,68.0,80.0,56.0,81.0,12,15,16,34,14,14,16,12,29,19,49,61,58,67,50,14,74,38,61,12,29,27,17,43,12,62,22,22,15,79,77,68,81,80, Turkish Süper Lig (1),2.0,1.0,21.0,"['He doesnt deserve to be #1 GK in NT anymore. Both Onur and Harun are better than him', ""look's like Shia LaBeouf"", 'DO IT!!!!', ""Decent, but concedes stupid goals because he thinks he's a sweeper when he's not"", '80/80 He is sufficient goalkeeper and I want to say that. Goalkeeper usually not bad in Turkish League.', 'downgrade his reflex.', 'the only thing good about him is his position and handling.', 'Bravo. Keeps conceding freekick goals', 'Doesnt deserve to be called-up for nat team anymore.', 'what happend?', 'Abi son tekmen çok iyiydi tekrar anlatır mısın nasıl siktin belamı', '', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",4,0,0
Tomáš Vaclík,29,188,85,Czech Republic,Sevilla FC,78,79,8000000,15000,Right,1,3,1,Normal,17400000.0,GK,1,04/07/2018,2021,,,,,,,80.0,72.0,74.0,82.0,35.0,79.0,15,14,19,17,13,14,17,16,38,20,34,35,32,71,53,20,70,35,73,16,29,22,15,68,13,60,19,18,18,80,72,74,79,82, Spain Primera Division (1),4.0,0.0,52.0,"['And how is his handling worse than Loris Karius’??!!', ""why's he not got his real face EA"", ""You gotta feel for this guy, first he had Cech to contend with now he's got Pavlenka "", 'He is #1 for national team ahead of Pavlenka', ""That's my bad, i just assumed based on ratings"", ""Yeah but you can't deny Pavlenka is better than him."", '83/83', '82/82', ""He's such a good guy"", 'have you met him?', 'Him or Pavlenka?', 'Pavlenka', 'Him rn, hes been great this season', ""Pavlenka, but it's close"", 'Czech football player of the year 2018. Anyway, rating is still quite inadequate. At least 83/84.', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",2970,0,8
Michel Vorm,34,184,84,Netherlands,Tottenham Hotspur,78,78,4200000,59000,Right,2,3,1,Normal,7800000.0,SUB,13,23/07/2014,2019,,,,,,,78.0,75.0,70.0,80.0,54.0,75.0,13,14,17,39,12,18,12,14,35,35,53,54,63,80,53,23,72,36,65,19,23,28,10,32,41,63,22,11,14,78,75,70,75,80, English Premier League (1),9.0,1.0,47.0,"[""You should never trust EA. It doesn't make sense to add +40 news scanned faces in the game and remove others +40 scanned faces"", 'Welcome back !!! ', ""I knew he would join a good club after remaining as a free agent. Could have been Liverpool, but finally he's back at the Spurs"", 'Thanks for everything Michel', 'Nope hes back! ', 'Free agent now, Tottenham contract has expired', 'And welcome back ', 'He is better than this', ""Michel doesn't like his food hot, he prefers it Vorm"", 'Why did I laugh so much at this', '0/1', 'Will start against Liverpool', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",180,0,0
Andriy Pyatov,34,190,90,Ukraine,Shakhtar Donetsk,78,78,4200000,1000,Right,2,3,1,Normal,8800000.0,GK,30,01/01/2007,2020,,,,,,,75.0,72.0,82.0,82.0,44.0,81.0,13,9,10,29,12,12,14,16,24,12,44,44,58,75,32,19,73,37,78,12,35,23,14,63,15,52,12,9,10,75,72,82,81,82, Ukrainian Premier League (1),2.0,0.0,19.0,"['He´s declined so much from last season that its so sad. Was amazing last season, this season, however, he´s already cost a lot of points... age gets to you sometime', 'Damn', '76/76', 'Is he higher than F.Forster? lol', 'Forster should be an 82 or 83 that being said Pyatov deserves 81', 'Pyatov is stupid retard!', '81 or 82 in next Fifa would be deserved', 'I really like him. He was outstanding against Anderlecht in Europa League. Hope Chakhtar win the UEFA cup just because of him.', 'Our hero in net, we love you Andriy', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",2430,0,18
Joe Hart,31,196,91,England,Burnley,78,78,6500000,41000,Right,3,3,1,Normal,12400000.0,GK,20,07/08/2018,2020,,,,,,,79.0,74.0,69.0,81.0,58.0,76.0,14,14,10,34+2,19,23,17,13,35,20,56,60,50,72,32,40,69,28,61,19,36,25,14,42,30,58,16,14,13,79,74,69,76,81, English Premier League (1),31.0,5.0,134.0,"['always kinda overrated', 'He was a great keeper for man city never was overrated had 4 Golden Gloves to his name(tied with the most with cech) and won 2 PL trophies with them and had 75 caps with England ', 'Sheffield United? Aston Villa?', ""We are linked with him if we don't get Dean Henderson back"", 'MLS or China', '76/76', '', ""Why did this player's career decline so much ???"", ""Pep GuardMyCola's fault I think. (I'm a Liverpool fan. That's why I blame him)"", 'Thank God Heaton recovered from his injury...', 'I guess Burnley are playing with all of their Hart to stay up...', 'Poor guy, his decline was so abrupt.', 'His Nathaniel Declyne? That was abrupt too.', 'FFZ', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",1710,0,4
Benoît Costil,30,187,88,France,FC Girondins de Bordeaux,78,78,6500000,32000,Right,2,3,1,Normal,13000000.0,GK,1,19/06/2017,2021,,,,,,,80.0,76.0,77.0,78.0,51.0,77.0,11,14,15,35,12,13,12,11,33,12,49,53,38,75,45,22,49,28,65,15,22,22,12,44,15,58,16,11,14,80,76,77,77,78, French Ligue 1 (1),12.0,2.0,129.0,"['With France NT', 'This guy works only with trust, ans is a master to stop penalties', 'Very poor season so far. Has basically never done a decisive save', 'EDF 🇫🇷❤️', 'Jesus Crist, his ingame face is an insult!', '', 'Hilarious effort by EA!', '', ""Some retarded 6 year old could have done better. Weren't they able to google a frickin' picture of him?"", 'Glad they got his skincolour right tho...', '', 'Great Job ea!', 'Last year for so long Mbappé was too dark, it was quite funny (or sad if you wanted to use Monaco for CM)', ""I agree with you. It's ridiculous. No beard. Face doesn't look like his. Different haircut. Should be better for a keeper with a 81 overall rating."", 'Welcome to Bordeaux !!', 'Such a beast in CM.  I grab him on a free in almost every CM where I have a need a GK.  Out-performs ""better"" keepers.', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",3330,0,9
